params,mean_test_score,std_test_score,rank_test_score
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 300}",0.488,0.153,9
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.488,0.144,9
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.451,0.158,57
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 300}",0.451,0.158,57
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.463,0.104,35
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.463,0.11,35
"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 300}",0.463,0.133,35
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.511,0.139,3
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",0.488,0.153,9
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 300}",0.488,0.153,9
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.488,0.144,9
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",0.451,0.158,57
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 300}",0.451,0.158,57
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.463,0.104,35
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",0.463,0.11,35
"{'max_depth': 30, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 300}",0.463,0.133,35
